Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Manuel Neuer,Germany,1,GK, (1986-03-27),45,,Bayern Munich,Germany
Kevin Großkreutz,Germany,2,DF, (1988-07-19),5,,Borussia Dortmund,Germany
Matthias Ginter,Germany,3,DF, (1994-01-19),2,,SC Freiburg,Germany
Benedikt Höwedes,Germany,4,DF, (1988-02-29),21,,Schalke 04,Germany
Mats Hummels,Germany,5,DF, (1988-12-16),30,,Borussia Dortmund,Germany
Sami Khedira,Germany,6,MF, (1987-04-04),46,,Real Madrid,Spain
Bastian Schweinsteiger,Germany,7,MF, (1984-08-01),102,,Bayern Munich,Germany
Mesut Özil,Germany,8,MF, (1988-10-15),55,,Arsenal,England
André Schürrle,Germany,9,FW, (1990-11-06),33,,Chelsea,England
Lukas Podolski,Germany,10,FW, (1985-06-04),114,,Arsenal,England
Miroslav Klose,Germany,11,FW, (1978-06-09),132,,Lazio,Italy
Ron-Robert Zieler,Germany,12,GK, (1989-02-12),3,,Hannover 96,Germany
Thomas Müller,Germany,13,FW, (1989-09-13),49,,Bayern Munich,Germany
Julian Draxler,Germany,14,MF, (1993-09-20),11,,Schalke 04,Germany
Erik Durm,Germany,15,DF, (1992-05-12),1,,Borussia Dortmund,Germany
Philipp Lahm (c),Germany,16,DF, (1983-11-11),106,,Bayern Munich,Germany
Per Mertesacker,Germany,17,DF, (1984-09-29),98,,Arsenal,England
Toni Kroos,Germany,18,MF, (1990-01-04),44,,Bayern Munich,Germany
Mario Götze,Germany,19,MF, (1992-06-03),29,,Bayern Munich,Germany
Jérôme Boateng,Germany,20,DF, (1988-09-03),39,,Bayern Munich,Germany
Shkodran Mustafi,Germany,21,DF, (1992-04-17),1,,Sampdoria,Italy
Roman Weidenfeller,Germany,22,GK, (1980-08-06),3,,Borussia Dortmund,Germany
Christoph Kramer,Germany,23,MF, (1991-02-19),2,,Borussia Mönchengladbach,Germany
