Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Joe Hart,England,1,GK, (1987-04-19),41,,Manchester City,England
Glen Johnson,England,2,DF, (1984-08-23),52,,Liverpool,England
Leighton Baines,England,3,DF, (1984-12-11),24,,Everton,England
Steven Gerrard (c),England,4,MF, (1980-05-30),111,,Liverpool,England
Gary Cahill,England,5,DF, (1985-12-19),24,,Chelsea,England
Phil Jagielka,England,6,DF, (1982-08-17),26,,Everton,England
Jack Wilshere,England,7,MF, (1992-01-01),18,,Arsenal,England
Frank Lampard,England,8,MF, (1978-06-20),105,,Chelsea[71],England
Daniel Sturridge,England,9,FW, (1989-09-01),12,,Liverpool,England
Wayne Rooney,England,10,FW, (1985-10-24),92,,Manchester United,England
Danny Welbeck,England,11,FW, (1990-11-26),24,,Manchester United,England
Chris Smalling,England,12,DF, (1989-11-22),12,,Manchester United,England
Ben Foster,England,13,GK, (1983-04-03),7,,West Bromwich Albion,England
Jordan Henderson,England,14,MF, (1990-06-17),11,,Liverpool,England
Alex Oxlade-Chamberlain,England,15,MF, (1993-08-15),15,,Arsenal,England
Phil Jones,England,16,DF, (1992-02-21),10,,Manchester United,England
James Milner,England,17,MF, (1986-01-04),47,,Manchester City,England
Rickie Lambert,England,18,FW, (1982-02-16),6,,Southampton[72],England
Raheem Sterling,England,19,MF, (1994-12-08),4,,Liverpool,England
Adam Lallana,England,20,MF, (1988-05-10),6,,Southampton[73],England
Ross Barkley,England,21,MF, (1993-12-05),6,,Everton,England
Fraser Forster,England,22,GK, (1988-03-17),2,,Celtic,Scotland
Luke Shaw,England,23,DF, (1995-07-12),2,,Southampton[74],England
