Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
José Leandro Andrade,Uruguay,,MF, (1901-11-22),30,,Nacional,Uruguay
Peregrino Anselmo,Uruguay,,FW, (1902-04-30),08,,Peñarol,Uruguay
Enrique Ballesteros,Uruguay,,GK, (1905-01-18),01,,Rampla Juniors,Uruguay
Juan Carlos Calvo,Uruguay,,FW, (1906-06-26),0-,,Miramar Misiones,Uruguay
Miguel Capuccini,Uruguay,,GK, (1904-01-05),06,,Peñarol,Uruguay
Héctor Castro,Uruguay,,FW, (1904-11-29),17,,Nacional,Uruguay
Pedro Cea,Uruguay,,FW, (1900-09-01),21,,Nacional,Uruguay
Pablo Dorado,Uruguay,,FW, (1908-06-22),02,,Bella Vista,Uruguay
Lorenzo Fernández,Uruguay,,MF, (1900-05-20),20,,Peñarol,Uruguay
Álvaro Gestido,Uruguay,,MF, (1907-05-17),10,,Peñarol,Uruguay
Santos Iriarte,Uruguay,,FW, (1902-11-02),0-,,Racing Club,Uruguay
Ernesto Mascheroni,Uruguay,,DF, (1907-11-21),0-,,Olimpia,Uruguay
Ángel Melogno,Uruguay,,MF, (1905-03-22),05,,Bella Vista,Uruguay
José Nasazzi (c),Uruguay,,DF, (1901-05-24),28,,Bella Vista,Uruguay
Pedro Petrone,Uruguay,,FW, (1905-05-11),28,,Nacional,Uruguay
Conduelo Píriz,Uruguay,,MF, (1905-06-17),07,,Nacional,Uruguay
Emilio Recoba,Uruguay,,DF, (1904-11-03),05,,Nacional,Uruguay
Carlos Riolfo,Uruguay,,MF, (1903-11-05),02,,Peñarol,Uruguay
Zoilo Saldombide,Uruguay,,FW, (1903-10-26),14,,Nacional,Uruguay
Héctor Scarone,Uruguay,,FW, (1898-11-26),49,,Nacional,Uruguay
Domingo Tejera,Uruguay,,DF, (1899-07-27),15,,Montevideo Wanderers,Uruguay
Santos Urdinarán,Uruguay,,FW, (1900-03-30),19,,Nacional,Uruguay
