Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Friedrich Koncilia,Austria,1,GK, (1948-02-25),60,,Austria Wien,Austria
Bernd Krauss,Austria,2,DF, (1957-05-08),5,,Rapid Wien,Austria
Erich Obermayer (c),Austria,3,DF, (1953-01-23),35,,Austria Wien,Austria
Josef Degeorgi,Austria,4,DF, (1960-01-19),3,,Admira/Wacker,Austria
Bruno Pezzey,Austria,5,DF, (1955-02-03),53,,Eintracht Frankfurt,West Germany
Roland Hattenberger,Austria,6,MF, (1948-12-07),47,,SSW Innsbruck,Austria
Walter Schachner,Austria,7,FW, (1957-02-01),33,,Cesena,Italy
Herbert Prohaska,Austria,8,MF, (1955-08-08),57,,Internazionale,Italy
Hans Krankl,Austria,9,FW, (1953-02-14),61,,Rapid Wien,Austria
Reinhold Hintermaier,Austria,10,MF, (1956-02-14),10,,1. FC Nürnberg,West Germany
Kurt Jara,Austria,11,MF, (1950-10-14),55,,Grasshopper,Switzerland
Anton Pichler,Austria,12,DF, (1955-10-04),5,,Sturm Graz,Austria
Max Hagmayr,Austria,13,FW, (1956-11-16),6,,VÖEST Linz,Austria
Ernst Baumeister,Austria,14,MF, (1957-01-22),11,,Austria Wien,Austria
Johann Dihanich,Austria,15,MF, (1958-10-24),8,,Austria Wien,Austria
Gerald Messlender,Austria,16,DF, (1961-10-01),0,,Admira/Wacker,Austria
Johann Pregesbauer,Austria,17,DF, (1955-06-09),4,,Rapid Wien,Austria
Gernot Jurtin,Austria,18,FW, (1955-09-09),5,,Sturm Graz,Austria
Heribert Weber,Austria,19,DF, (1955-06-28),27,,Rapid Wien,Austria
Kurt Welzl,Austria,20,FW, (1954-11-06),19,,Valencia,Spain
Herbert Feurer,Austria,21,GK, (1954-01-14),7,,Rapid Wien,Austria
Klaus Lindenberger,Austria,22,GK, (1957-05-28),1,,LASK,Austria
