Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Dragan Pantelić,Yugoslavia,1,GK, (1951-12-09),15,,Bordeaux,France
Ive Jerolimov,Yugoslavia,2,DF, (1958-03-30),5,,Rijeka,Socialist Federal Republic of Yugoslavia
Ivan Gudelj,Yugoslavia,3,MF, (1960-09-21),5,,Hajduk Split,Socialist Federal Republic of Yugoslavia
Velimir Zajec,Yugoslavia,4,DF, (1956-02-12),19,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia
Nenad Stojković,Yugoslavia,5,DF, (1956-05-26),19,,Partizan,Socialist Federal Republic of Yugoslavia
Zlatko Krmpotić,Yugoslavia,6,DF, (1958-08-07),5,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia
Vladimir Petrović,Yugoslavia,7,MF, (1955-07-01),30,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia
Edhem Šljivo,Yugoslavia,8,MF, (1950-03-16),9,,Nice,France
Zoran Vujović,Yugoslavia,9,DF, (1958-08-26),11,,Hajduk Split,Socialist Federal Republic of Yugoslavia
Zvonko Živković,Yugoslavia,10,FW, (1959-10-31),0,,Partizan,Socialist Federal Republic of Yugoslavia
Zlatko Vujović,Yugoslavia,11,FW, (1958-08-26),16,,Hajduk Split,Socialist Federal Republic of Yugoslavia
Ivan Pudar,Yugoslavia,12,GK, (1961-08-16),0,,Hajduk Split,Socialist Federal Republic of Yugoslavia
Safet Sušić,Yugoslavia,13,FW, (1955-04-13),21,,Sarajevo,Socialist Federal Republic of Yugoslavia
Nikola Jovanović,Yugoslavia,14,DF, (1952-09-18),4,,Budućnost Titograd,Socialist Federal Republic of Yugoslavia
Miloš Hrstić,Yugoslavia,15,DF, (1955-11-20),9,,Rijeka,Socialist Federal Republic of Yugoslavia
Miloš Šestić,Yugoslavia,16,FW, (1956-08-08),8,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia
Jurica Jerković,Yugoslavia,17,MF, (1950-02-25),43,,Zürich,Switzerland
Stjepan Deverić,Yugoslavia,18,FW, (1961-08-20),0,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia
Vahid Halilhodžić,Yugoslavia,19,FW, (1952-10-15),12,,Nantes,France
Ivica Šurjak (c),Yugoslavia,20,MF, (1953-03-23),51,,Paris Saint-Germain,France
Predrag Pašić,Yugoslavia,21,MF, (1958-10-18),5,,Sarajevo,Socialist Federal Republic of Yugoslavia
Ratko Svilar,Yugoslavia,22,GK, (1950-05-06),3,,Antwerp,Belgium
