Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Osvaldo Ardiles,Argentina,1,MF, (1952-08-03),45,,Tottenham Hotspur,England
Héctor Baley,Argentina,2,GK, (1950-11-16),10,,Talleres de Córdoba,Argentina
Juan Barbas,Argentina,3,MF, (1959-08-23),21,,Racing,Argentina
Daniel Bertoni,Argentina,4,FW, (1955-03-14),25,,Fiorentina,Italy
Gabriel Calderón,Argentina,5,FW, (1960-02-07),3,,Independiente,Argentina
Ramón Díaz,Argentina,6,FW, (1959-08-29),18,,River Plate,Argentina
Ubaldo Fillol,Argentina,7,GK, (1950-07-21),37,,River Plate,Argentina
Luis Galván,Argentina,8,DF, (1948-02-24),25,,Talleres de Córdoba,Argentina
Américo Gallego,Argentina,9,MF, (1955-04-25),69,,River Plate,Argentina
Diego Maradona,Argentina,10,MF, (1960-10-30),29,,Boca Juniors,Argentina
Mario Kempes,Argentina,11,FW, (1954-07-15),38,,River Plate,Argentina
Patricio Hernández,Argentina,12,MF, (1956-08-16),10,,Estudiantes,Argentina
Julio Olarticoechea,Argentina,13,DF, (1958-10-18),0,,River Plate,Argentina
Jorge Olguín,Argentina,14,DF, (1952-05-17),55,,Independiente,Argentina
Daniel Passarella (c),Argentina,15,DF, (1953-05-25),54,,River Plate,Argentina
Nery Pumpido,Argentina,16,GK, (1957-07-30),0,,Veléz Sársfield,Argentina
Santiago Santamaría,Argentina,17,FW, (1952-08-22),8,,Newell's Old Boys,Argentina
Alberto Tarantini,Argentina,18,DF, (1955-12-03),56,,River Plate,Argentina
Enzo Trossero,Argentina,19,DF, (1953-05-23),5,,Independiente,Argentina
Jorge Valdano,Argentina,20,FW, (1955-10-04),5,,Zaragoza,Spain
José Daniel Valencia,Argentina,21,MF, (1955-10-03),38,,Talleres de Córdoba,Argentina
José Van Tuyne,Argentina,22,DF, (1954-12-13),10,,Racing,Argentina
