Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Antonio Carbajal (captain),Mexico,1,GK, (1929-06-07),39,,Club León,Mexico
Jesús del Muro,Mexico,2,DF, (1937-11-30),13,,CF Atlas,Mexico
Guillermo Sepúlveda,Mexico,3,DF, (1934-11-29),16,,CD Guadalajara,Mexico
José Villegas,Mexico,4,DF, (1934-06-20),19,,CD Guadalajara,Mexico
Raúl Cárdenas,Mexico,5,DF, (1928-10-30),34,,CD Zacatepec,Mexico
Pedro Nájera,Mexico,6,MF, (1929-02-03),24,,Club América,Mexico
Alfredo del Águila,Mexico,7,FW, (1935-01-03),26,,Club Toluca,Mexico
Salvador Reyes,Mexico,8,MF, (1936-09-20),37,,CD Guadalajara,Mexico
Héctor Hernández,Mexico,9,FW, (1935-12-06),15,,CD Guadalajara,Mexico
Guillermo Ortiz Camargo,Mexico,10,FW, (1939-06-25),8,,Necaxa,Mexico
Isidoro Díaz,Mexico,11,FW, (1940-03-14),10,,CD Guadalajara,Mexico
Jaime Gómez,Mexico,12,GK, (1929-12-29),9,,CD Guadalajara,Mexico
Arturo Chaires,Mexico,13,DF, (1937-03-14),5,,CD Guadalajara,Mexico
Pedro Romero,Mexico,14,MF, (1937-04-12),0,,Club Toluca,Mexico
Ignacio Jáuregui,Mexico,15,DF, (1938-07-31),13,,CF Atlas,Mexico
Salvador Farfán,Mexico,16,MF, (1932-06-22),2,,Atlante F.C.,Mexico
Felipe Ruvalcaba,Mexico,17,FW, (1941-02-16),0,,CD Oro,Mexico
Alfredo Hernández,Mexico,18,FW, (1935-06-18),5,,CF Monterrey,Mexico
Antonio Jasso,Mexico,19,FW, (1935-03-11),16,,Club América,Mexico
Mario Velarde,Mexico,20,MF, (1940-03-29),0,,Necaxa,Mexico
Alberto Baeza,Mexico,21,FW, (1938-12-06),0,,Necaxa,Mexico
Antonio Mota,Mexico,22,GK, (1939-01-26),2,,CD Oro,Mexico
