Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Antonio Roma,Argentina,1,GK, (1932-07-13),20,,Boca Juniors,Argentina
José Ramos Delgado,Argentina,2,DF, (1935-08-26),8,,River Plate,Argentina
Silvio Marzolini,Argentina,3,DF, (1940-10-04),6,,Boca Juniors,Argentina
Alberto Sainz,Argentina,4,DF, (1937-12-13),3,,River Plate,Argentina
Federico Sacchi,Argentina,5,MF, (1936-08-09),10,,Racing,Argentina
Raúl Páez,Argentina,6,DF, (1937-05-26),1,,San Lorenzo,Argentina
Héctor Facundo,Argentina,7,FW, (1937-11-02),5,,San Lorenzo,Argentina
Martín Pando,Argentina,8,FW, (1934-12-26),12,,River Plate,Argentina
Marcelo Pagani,Argentina,9,FW, (1941-08-19),4,,River Plate,Argentina
José Sanfilippo,Argentina,10,FW, (1935-05-04),27,,San Lorenzo,Argentina
Raúl Belén,Argentina,11,FW, (1931-07-01),26,,Racing,Argentina
Rogelio Domínguez,Argentina,12,GK, (1932-03-09),20,,River Plate,Argentina
Oscar Rossi,Argentina,13,MF, (1930-07-27),14,,San Lorenzo,Argentina
Alberto Mariotti,Argentina,14,DF, (1935-08-23),1,,San Lorenzo,Argentina
Rubén Navarro (captain),Argentina,15,DF, (1933-03-11),19,,Independiente,Argentina
Antonio Rattín,Argentina,16,MF, (1937-05-16),8,,Boca Juniors,Argentina
Rafael Albrecht,Argentina,17,DF, (1941-08-28),5,,Estudiantes (LP),Argentina
Vladislao Cap,Argentina,18,DF, (1934-07-05),8,,River Plate,Argentina
Rubén Sosa,Argentina,19,FW, (1936-11-14),16,,Racing,Argentina
Juan Carlos Oleniak,Argentina,20,FW, (1942-03-04),3,,Argentinos Juniors,Argentina
Ramón Abeledo,Argentina,21,MF, (1937-04-29),6,,Independiente,Argentina
Alberto González,Argentina,22,FW, (1941-08-21),7,,Boca Juniors,Argentina
