Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Viliam Schrojf,Czechoslovakia,1,GK, (1931-08-02),22,,ŠK Slovan Bratislava,Czechoslovakia
Jan Lála,Czechoslovakia,2,DF, (1936-09-10),1,,Dynamo Praha,Czechoslovakia
Ján Popluhár,Czechoslovakia,3,DF, (1935-08-12),27,,ŠK Slovan Bratislava,Czechoslovakia
Ladislav Novák (captain),Czechoslovakia,4,DF, (1931-12-05),59,,Dukla Prague,Czechoslovakia
Svatopluk Pluskal,Czechoslovakia,5,DF, (1930-10-28),38,,Dukla Prague,Czechoslovakia
Josef Masopust,Czechoslovakia,6,MF, (1931-02-09),44,,Dukla Prague,Czechoslovakia
Jozef Štibrányi,Czechoslovakia,7,MF, (1940-04-11),3,,Spartak Trnava,Czechoslovakia
Adolf Scherer,Czechoslovakia,8,FW, (1938-05-05),18,,TJ Slovnaft Bratislava,Czechoslovakia
Pavol Molnár,Czechoslovakia,9,FW, (1936-02-13),20,,ŠK Slovan Bratislava,Czechoslovakia
Jozef Adamec,Czechoslovakia,10,FW, (1942-02-26),4,,Dukla Prague,Czechoslovakia
Josef Jelínek,Czechoslovakia,11,FW, (1941-01-09),4,,Dukla Prague,Czechoslovakia
Jiří Tichý,Czechoslovakia,12,DF, (1933-12-06),13,,TJ Slovnaft Bratislava,Czechoslovakia
František Schmucker,Czechoslovakia,13,GK, (1940-01-28),1,,RH Brno,Czechoslovakia
Václav Mašek,Czechoslovakia,14,FW, (1941-03-21),7,,Spartak Praha Sokolovo,Czechoslovakia
Vladimír Kos,Czechoslovakia,15,FW, (1935-08-09),1,,CKD Praha,Czechoslovakia
Titus Buberník,Czechoslovakia,16,DF, (1933-10-12),17,,TJ Slovnaft Bratislava,Czechoslovakia
Tomáš Pospíchal,Czechoslovakia,17,FW, (1936-06-26),10,,Baník Ostrava,Czechoslovakia
Josef Kadraba,Czechoslovakia,18,FW, (1933-09-29),9,,SONP Kladno,Czechoslovakia
Andrej Kvašňák,Czechoslovakia,19,FW, (1936-05-19),12,,Spartak Praha Sokolovo,Czechoslovakia
Jaroslav Borovička,Czechoslovakia,20,FW, (1931-01-26),21,,Dukla Prague,Czechoslovakia
Pavel Kouba,Czechoslovakia,21,GK, (1938-09-01),0,,Dukla Prague,Czechoslovakia
Jozef Bomba,Czechoslovakia,22,DF, (1939-03-30),6,,Tatran Prešov,Czechoslovakia
