Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
José Araquistáin,Spain,1,GK, (1937-03-04),5,,Real Madrid,Spain
Salvador Sadurní,Spain,2,GK, (1941-04-03),0,,CF Barcelona,Spain
Carmelo,Spain,3,GK, (1930-12-06),10,,Atlético de Bilbao,Spain
Enrique Collar,Spain,4,FW, (1934-11-02),10,,Atlético Madrid,Spain
Luis del Sol,Spain,5,MF, (1935-04-06),10,,Real Madrid,Spain
Alfredo Di Stéfano,Spain,6,FW, (1926-07-04),31,,Real Madrid,Spain
Luis María Echeberría,Spain,7,DF, (1940-03-24),0,,Atlético de Bilbao,Spain
Jesús Garay,Spain,8,DF, (1930-09-10),28,,CF Barcelona,Spain
Francisco Gento,Spain,9,FW, (1933-10-21),26,,Real Madrid,Spain
Sígfrid Gràcia,Spain,10,DF, (1932-03-27),8,,CF Barcelona,Spain
Feliciano Rivilla,Spain,11,DF, (1936-08-21),9,,Atlético Madrid,Spain
Joaquín Peiró,Spain,12,MF, (1936-01-29),7,,Atlético Madrid,Spain
Pachín,Spain,13,DF, (1938-12-28),4,,Real Madrid,Spain
Ferenc Puskás,Spain,14,FW, (1927-04-02),1,,Real Madrid,Spain
Eulogio Martínez,Spain,15,FW, (1935-06-11),7,,CF Barcelona,Spain
Severino Reija,Spain,16,DF, (1938-11-25),0,,Real Zaragoza,Spain
Rodri,Spain,17,DF, (1934-03-08),0,,CF Barcelona,Spain
Adelardo,Spain,18,MF, (1939-09-26),0,,Atlético Madrid,Spain
José Santamaría,Spain,19,DF, (1929-07-31),14,,Real Madrid,Spain
Joan Segarra (captain),Spain,20,DF, (1927-11-15),24,,CF Barcelona,Spain
Luis Suárez,Spain,21,FW, (1935-05-02),22,,Internazionale Milano F.C.,Italy
Martí Vergés,Spain,22,MF, (1934-03-08),10,,CF Barcelona,Spain
