Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Peter Rufai,Nigeria,1,GK, (1963-08-24),55,,Go Ahead Eagles,Netherlands
Augustine Eguavoen,Nigeria,2,DF, (1965-08-19),35,,Kortrijk,Belgium
Benedict Iroha,Nigeria,3,DF, (1969-11-29),1,,Vitesse,Netherlands
Stephen Keshi (c),Nigeria,4,DF, (1962-01-23),59,,Molenbeek,Belgium
Uche Okechukwu,Nigeria,5,DF, (1967-09-27),26,,Fenerbahçe,Turkey
Chidi Nwanu,Nigeria,6,DF, (1967-01-01),3,,Anderlecht,Belgium
Finidi George,Nigeria,7,MF, (1971-04-15),23,,Ajax,Netherlands
Thompson Oliha,Nigeria,8,MF, (1968-10-04),6,,Africa Sports,Ivory Coast
Rashidi Yekini,Nigeria,9,FW, (1963-10-23),46,,Vitória de Setúbal,Portugal
Jay-Jay Okocha,Nigeria,10,MF, (1973-08-14),10,,Eintracht Frankfurt,Germany
Emmanuel Amunike,Nigeria,11,MF, (1970-12-25),8,,Zamalek,Egypt
Samson Siasia,Nigeria,12,FW, (1967-08-14),32,,Nantes,France
Emeka Ezeugo,Nigeria,13,DF, (1965-12-16),8,,Budapest Honvéd,Hungary
Daniel Amokachi,Nigeria,14,FW, (1972-12-30),26,,Club Brugge,Belgium
Sunday Oliseh,Nigeria,15,MF, (1974-09-14),8,,FC Liège,Belgium
Alloysius Agu,Nigeria,16,GK, (1967-07-12),5,,FC Liège,Belgium
Victor Ikpeba,Nigeria,17,FW, (1973-06-12),10,,Monaco,France
Efan Ekoku,Nigeria,18,FW, (1967-06-08),3,,Norwich City,England
Michael Emenalo,Nigeria,19,DF, (1965-07-14),0,,Eintracht Trier,Germany
Uche Okafor,Nigeria,20,DF, (1967-08-08),6,,Hannover 96,Germany
Mutiu Adepoju,Nigeria,21,MF, (1970-12-22),18,,Racing Santander,Spain
Wilfred Agbonavbare,Nigeria,22,GK, (1966-10-05),1,,Rayo Vallecano,Spain
