Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Choi In-young (c),South Korea,1,GK, (1962-03-05),3,,Hyundai Horangi,South Korea
Chung Jong-son,South Korea,2,MF, (1966-03-20),3,,Hyundai Horangi,South Korea
Lee Jong-hwa,South Korea,3,DF, (1963-07-20),?,,Ilhwa Chunma,South Korea
Kim Pan-keun,South Korea,4,DF, (1966-03-05),0,,LG Cheetahs,South Korea
Park Jung-bae,South Korea,5,DF, (1967-02-19),0,,Daewoo Royals,South Korea
Lee Young-jin,South Korea,6,MF, (1963-10-27),1,,LG Cheetahs,South Korea
Shin Hong-gi,South Korea,7,DF, (1968-05-04),0,,Hyundai Horangi,South Korea
Noh Jung-yoon,South Korea,8,MF, (1971-03-28),3,,Sanfrecce Hiroshima,Japan
Kim Joo-sung,South Korea,9,FW, (1966-01-17),14,,VfL Bochum,Germany
Ko Jeong-woon,South Korea,10,FW, (1966-06-27),0,,Ilhwa Chunma,South Korea
Seo Jung-won,South Korea,11,FW, (1970-12-17),3,,Sangmu FC,South Korea
Choi Young-il,South Korea,12,DF, (1966-04-25),0,,Hyundai Horangi,South Korea
An Ik-soo,South Korea,13,DF, (1965-05-06),?,,Ilhwa Chunma,South Korea
Choi Dae-shik,South Korea,14,MF, (1965-01-10),0,,LG Cheetahs,South Korea
Cho Jin-ho,South Korea,15,MF, (1973-08-02),0,,POSCO Atoms,South Korea
Ha Seok-ju,South Korea,16,MF, (1968-02-20),33,,Daewoo Royals,South Korea
Gu Sang-bum,South Korea,17,DF, (1964-06-15),63,,Daewoo Royals,South Korea
Hwang Sun-hong,South Korea,18,FW, (1968-07-14),46,,POSCO Atoms,South Korea
Choi Moon-sik,South Korea,19,MF, (1971-01-06),0,,POSCO Atoms,South Korea
Hong Myung-bo,South Korea,20,DF, (1969-02-12),47,,POSCO Atoms,South Korea
Park Chul-woo,South Korea,21,GK, (1965-09-29),?,,LG Cheetahs,South Korea
Lee Woon-jae,South Korea,22,GK, (1973-04-26),1,,Kyung Hee University,South Korea
