Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
José Luis Chilavert (c),Paraguay,1,GK, (1965-07-27),69,,Strasbourg,France
Francisco Arce,Paraguay,2,DF, (1971-04-02),51,,Palmeiras,Brazil
Pedro Sarabia,Paraguay,3,DF, (1975-07-05),40,,River Plate,Argentina
Carlos Gamarra,Paraguay,4,DF, (1971-02-17),76,,AEK Athens,Greece
Celso Ayala,Paraguay,5,DF, (1970-08-20),76,,River Plate,Argentina
Estanislao Struway,Paraguay,6,MF, (1968-06-25),69,,Libertad,Paraguay
Richart Báez,Paraguay,7,FW, (1973-07-31),25,,Olimpia,Paraguay
Guido Alvarenga,Paraguay,8,MF, (1970-08-24),18,,Léon,Mexico
Roque Santa Cruz,Paraguay,9,FW, (1981-08-16),24,,Bayern Munich,Germany
Roberto Acuña,Paraguay,10,MF, (1972-03-25),77,,Zaragoza,Spain
Jorge Luis Campos,Paraguay,11,FW, (1970-08-11),31,,Universidad Católica,Chile
Justo Villar,Paraguay,12,GK, (1977-06-30),8,,Libertad,Paraguay
Carlos Paredes,Paraguay,13,MF, (1976-07-16),41,,Porto,Portugal
Diego Gavilán,Paraguay,14,MF, (1980-03-01),21,,Tecos,Mexico
Carlos Bonet,Paraguay,15,MF, (1977-10-02),3,,Libertad,Paraguay
Gustavo Morínigo,Paraguay,16,MF, (1977-01-23),11,,Libertad,Paraguay
Juan Carlos Franco,Paraguay,17,DF, (1973-04-17),3,,Olimpia,Paraguay
Julio César Cáceres,Paraguay,18,DF, (1979-10-05),1,,Olimpia,Paraguay
Daniel Sanabria,Paraguay,19,DF, (1977-02-08),6,,Libertad,Paraguay
José Cardozo,Paraguay,20,FW, (1971-03-19),57,,Toluca,Mexico
Denis Caniza,Paraguay,21,DF, (1974-08-29),49,,Santos Laguna,Mexico
Ricardo Tavarelli,Paraguay,22,GK, (1970-08-02),20,,Olimpia,Paraguay
Nelson Cuevas,Paraguay,23,FW, (1980-01-10),11,,River Plate,Argentina
