Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Daniel Carnevali,Argentina,1,GK, (1946-12-04),14,,Las Palmas,Spain
Rubén Ayala,Argentina,2,FW, (1950-01-08),15,,Atlético Madrid,Spain
Carlos Babington,Argentina,3,MF, (1949-09-20),7,,Huracán,Argentina
Agustín Balbuena,Argentina,4,FW, (1945-09-01),6,,Independiente,Argentina
Ángel Bargas,Argentina,5,DF, (1946-10-29),20,,Nantes,France
Miguel Ángel Brindisi,Argentina,6,MF, (1950-10-08),31,,Huracán,Argentina
Jorge Carrascosa,Argentina,7,DF, (1948-08-15),7,,Huracán,Argentina
Enrique Chazarreta,Argentina,8,MF, (1947-07-29),7,,San Lorenzo,Argentina
Rubén Glaria,Argentina,9,DF, (1948-03-10),4,,San Lorenzo,Argentina
Ramón Heredia,Argentina,10,DF, (1951-02-26),18,,Atlético Madrid,Spain
René Houseman,Argentina,11,MF, (1953-07-19),7,,Huracán,Argentina
Ubaldo Fillol,Argentina,12,GK, (1950-07-21),0,,River Plate,Argentina
Mario Kempes,Argentina,13,FW, (1954-07-15),5,,Rosario Central,Argentina
Roberto Perfumo (c),Argentina,14,DF, (1942-10-03),34,,Cruzeiro,Brazil
Aldo Poy,Argentina,15,FW, (1945-09-14),1,,Rosario Central,Argentina
Francisco Sá,Argentina,16,DF, (1945-10-25),7,,Independiente,Argentina
Carlos Squeo,Argentina,17,MF, (1948-06-04),4,,Racing,Argentina
Roberto Telch,Argentina,18,MF, (1943-11-06),17,,San Lorenzo,Argentina
Néstor Togneri,Argentina,19,MF, (1942-11-27),1,,Estudiantes La Plata,Argentina
Enrique Wolff,Argentina,20,DF, (1949-02-21),16,,River Plate,Argentina
Miguel Ángel Santoro,Argentina,21,GK, (1942-02-27),13,,Independiente,Argentina
Héctor Yazalde,Argentina,22,FW, (1946-05-29),12,,Sporting CP,Portugal
