Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
David Harvey,Scotland,1,GK, (1948-02-07),7,,Leeds United,England
Sandy Jardine,Scotland,2,DF, (1948-12-31),16,,Rangers,Scotland
Danny McGrain,Scotland,3,DF, (1950-05-01),12,,Celtic,Scotland
Billy Bremner (c),Scotland,4,MF, (1942-12-09),48,,Leeds United,England
Jim Holton,Scotland,5,DF, (1951-04-11),11,,Manchester United,England
John Blackley,Scotland,6,DF, (1948-05-12),3,,Hibernian,Scotland
Jimmy Johnstone,Scotland,7,MF, (1944-09-30),21,,Celtic,Scotland
Kenny Dalglish,Scotland,8,FW, (1951-03-04),19,,Celtic,Scotland
Joe Jordan,Scotland,9,FW, (1951-12-15),11,,Leeds United,England
David Hay,Scotland,10,MF, (1948-01-29),24,,Celtic,Scotland
Peter Lorimer,Scotland,11,FW, (1946-12-14),14,,Leeds United,England
Thomson Allan,Scotland,12,GK, (1946-10-05),2,,Dundee,Scotland
Jim Stewart,Scotland,13,GK, (1954-03-09),0,,Kilmarnock,Scotland
Martin Buchan,Scotland,14,DF, (1949-03-06),13,,Manchester United,England
Peter Cormack,Scotland,15,MF, (1946-07-17),9,,Liverpool,England
Willie Donachie,Scotland,16,DF, (1951-10-05),11,,Manchester City,England
Donald Ford,Scotland,17,MF, (1944-10-25),3,,Hearts,Scotland
Tommy Hutchison,Scotland,18,MF, (1947-09-22),8,,Coventry City,England
Denis Law,Scotland,19,FW, (1940-02-24),54,,Manchester City,England
Willie Morgan,Scotland,20,FW, (1944-10-02),19,,Manchester United,England
Gordon McQueen,Scotland,21,DF, (1952-06-26),1,,Leeds United,England
Erich Schaedler,Scotland,22,DF, (1949-08-06),1,,Hibernian,Scotland
