Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Arne Brustad,Norway,,FW, (1912-04-14),19,,Lyn,Norway
Knut Brynildsen,Norway,,FW, (1917-07-23),1,,Fredrikstad,Norway
Nils Eriksen,Norway,,DF, (1911-03-05),34,,Odd,Norway
Odd Frantzen,Norway,,FW, (1913-01-20),14,,Hardy,Norway
Kristian Henriksen,Norway,,MF, (1911-03-03),12,,Lyn,Norway
Rolf Holmberg,Norway,,MF, (1914-08-24),18,,Odd,Norway
Øivind Holmsen,Norway,,DF, (1912-04-28),22,,Lyn,Norway
Arne Ileby,Norway,,FW, (1913-12-02),0,,Fredrikstad,Norway
Magnar Isaksen,Norway,,FW, (1910-10-13),12,,Lyn,Norway
Rolf Johannessen,Norway,,DF, (1910-03-15),11,,Fredrikstad,Norway
Henry Johansen,Norway,,GK, (1904-07-21),44,,Vålerengen,Norway
Jørgen Juve,Norway,,DF, (1906-11-22),45,,Lyn,Norway
Reidar Kvammen,Norway,,FW, (1914-07-23),29,,Viking,Norway
Sverre Nordby,Norway,,GK, (1910-03-13),2,,Mjøndalen,Norway
Roald Amundsen[H],Norway,,DF, (1913-09-18),0,,Mjøndalen,Norway
Oddmund Andersen[H],Norway,,DF, (1915-12-21),1,,Mjøndalen,Norway
Gunnar Andreassen[H],Norway,,MF, (1913-01-05),0,,Fredrikstad,Norway
Hjalmar Andresen[H],Norway,,FW, (1914-07-18),0,,Sarpsborg,Norway
Sigurd Hansen[H],Norway,,MF, (1913-06-23),0,,Fram Larvik,Norway
Anker Kihle[H],Norway,,GK, (1917-04-19),0,,Storm,Norway
Alf Martinsen[H],Norway,,FW, (1911-12-29),17,,Lillestrøm,Norway
Sverre Berglie[H],Norway,,MF, (1910-10-21),0,,Drafn,Norway
