Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Nobuyuki Kojima,Japan,1,GK, (1966-01-17),5,,Bellmare Hiratsuka,Japan
Akira Narahashi,Japan,2,DF, (1971-11-26),29,,Kashima Antlers,Japan
Naoki Soma,Japan,3,DF, (1971-07-19),50,,Kashima Antlers,Japan
Masami Ihara (captain),Japan,4,DF, (1967-09-18),116,,Yokohama Marinos,Japan
Norio Omura,Japan,5,DF, (1969-09-06),31,,Yokohama Marinos,Japan
Motohiro Yamaguchi,Japan,6,MF, (1969-01-29),56,,Yokohama Flügels,Japan
Teruyoshi Ito,Japan,7,MF, (1974-08-31),2,,Shimizu S-Pulse,Japan
Hidetoshi Nakata,Japan,8,MF, (1977-01-22),21,,Bellmare Hiratsuka,Japan
Masashi Nakayama,Japan,9,FW, (1967-09-23),27,,Júbilo Iwata,Japan
Hiroshi Nanami,Japan,10,MF, (1972-11-28),44,,Júbilo Iwata,Japan
Shinji Ono,Japan,11,MF, (1979-09-27),2,,Urawa Red Diamonds,Japan
Wagner Lopes,Japan,12,FW, (1969-01-29),10,,Bellmare Hiratsuka,Japan
Toshihiro Hattori,Japan,13,MF, (1973-09-23),6,,Júbilo Iwata,Japan
Masayuki Okano,Japan,14,FW, (1972-07-25),25,,Urawa Red Diamonds,Japan
Hiroaki Morishima,Japan,15,MF, (1972-04-30),36,,Cerezo Osaka,Japan
Toshihide Saito,Japan,16,DF, (1973-04-20),14,,Shimizu S-Pulse,Japan
Yutaka Akita,Japan,17,DF, (1970-08-06),27,,Kashima Antlers,Japan
Shoji Jo,Japan,18,FW, (1975-06-17),24,,Yokohama Marinos,Japan
Eisuke Nakanishi,Japan,19,DF, (1973-06-23),7,,JEF United Ichihara,Japan
Yoshikatsu Kawaguchi,Japan,20,GK, (1975-08-15),27,,Yokohama Marinos,Japan
Seigo Narazaki,Japan,21,GK, (1976-04-15),2,,Yokohama Flügels,Japan
Takashi Hirano,Japan,22,MF, (1974-07-15),10,,Nagoya Grampus Eight,Japan
