Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Michael Konsel,Austria,1,GK, (1962-03-06),40,,Roma,Italy
Markus Schopp,Austria,2,MF, (1974-02-22),18,,Sturm Graz,Austria
Peter Schöttel,Austria,3,DF, (1967-03-26),54,,Rapid Wien,Austria
Anton Pfeffer,Austria,4,DF, (1965-08-17),56,,Austria Wien,Austria
Wolfgang Feiersinger,Austria,5,DF, (1965-01-30),39,,Borussia Dortmund,Germany
Walter Kogler,Austria,6,DF, (1967-12-12),22,,Cannes,France
Mario Haas,Austria,7,FW, (1974-09-16),5,,Sturm Graz,Austria
Heimo Pfeifenberger,Austria,8,MF, (1966-12-29),37,,Werder Bremen,Germany
Ivica Vastić,Austria,9,FW, (1969-09-29),14,,Sturm Graz,Austria
Andi Herzog,Austria,10,MF, (1968-09-10),68,,Werder Bremen,Germany
Martin Amerhauser,Austria,11,MF, (1974-07-23),2,,Austria Salzburg,Austria
Martin Hiden,Austria,12,DF, (1973-03-11),4,,Leeds United,England
Harald Cerny,Austria,13,MF, (1973-09-13),23,,1860 Munich,Germany
Hannes Reinmayr,Austria,14,FW, (1969-08-23),8,,Sturm Graz,Austria
Arnold Wetl,Austria,15,MF, (1970-02-02),15,,Rapid Wien,Austria
Franz Wohlfahrt,Austria,16,GK, (1964-07-01),37,,VfB Stuttgart,Germany
Roman Mählich,Austria,17,MF, (1971-09-17),10,,Sturm Graz,Austria
Peter Stöger,Austria,18,MF, (1966-04-11),59,,LASK,Austria
Toni Polster (captain),Austria,19,FW, (1964-03-10),91,,1. FC Köln,Germany
Andreas Heraf,Austria,20,MF, (1967-09-10),10,,Rapid Wien,Austria
Wolfgang Knaller,Austria,21,GK, (1961-10-09),4,,Austria Wien,Austria
Dietmar Kühbauer,Austria,22,MF, (1971-04-04),28,,Real Sociedad,Spain
