Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Francesco Toldo,Italy,1,GK, (1971-12-02),6,,Fiorentina,Italy
Giuseppe Bergomi,Italy,2,DF, (1963-12-22),78,,Inter Milan,Italy
Paolo Maldini (captain),Italy,3,DF, (1968-06-26),88,,Milan,Italy
Fabio Cannavaro,Italy,4,DF, (1973-09-13),14,,Parma,Italy
Alessandro Costacurta,Italy,5,DF, (1966-04-24),54,,Milan,Italy
Alessandro Nesta,Italy,6,DF, (1976-03-19),12,,Lazio,Italy
Gianluca Pessotto,Italy,7,DF, (1970-08-11),4,,Juventus,Italy
Moreno Torricelli,Italy,8,DF, (1970-01-23),6,,Juventus,Italy
Demetrio Albertini,Italy,9,MF, (1971-08-23),57,,Milan,Italy
Alessandro Del Piero,Italy,10,FW, (1974-11-09),19,,Juventus,Italy
Dino Baggio,Italy,11,MF, (1971-07-24),46,,Parma,Italy
Gianluca Pagliuca,Italy,12,GK, (1966-12-18),34,,Inter Milan,Italy
Sandro Cois,Italy,13,MF, (1972-06-09),1,,Fiorentina,Italy
Luigi Di Biagio,Italy,14,MF, (1971-06-03),13,,Roma,Italy
Angelo Di Livio,Italy,15,MF, (1966-07-26),21,,Juventus,Italy
Roberto Di Matteo,Italy,16,MF, (1970-05-29),32,,Chelsea,England
Francesco Moriero,Italy,17,MF, (1969-03-31),3,,Inter Milan,Italy
Roberto Baggio,Italy,18,FW, (1967-02-18),48,,Bologna,Italy
Filippo Inzaghi,Italy,19,FW, (1973-08-09),4,,Juventus,Italy
Enrico Chiesa,Italy,20,FW, (1970-12-29),6,,Parma,Italy
Christian Vieri,Italy,21,FW, (1973-07-12),8,,Atlético Madrid,Spain
Gianluigi Buffon,Italy,22,GK, (1978-01-28),2,,Parma,Italy
