Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Filip De Wilde,Belgium,1,GK, (1964-07-05),25,,Anderlecht,Belgium
Bertrand Crasson,Belgium,2,DF, (1971-10-05),19,,Napoli,Italy
Lorenzo Staelens,Belgium,3,DF, (1964-04-30),52,,Club Brugge,Belgium
Gordan Vidović,Belgium,4,DF, (1968-06-23),11,,Mouscron,Belgium
Vital Borkelmans,Belgium,5,DF, (1963-06-01),22,,Club Brugge,Belgium
Franky Van der Elst (captain),Belgium,6,MF, (1961-04-30),86,,Club Brugge,Belgium
Marc Wilmots,Belgium,7,MF, (1969-02-22),37,,Schalke 04,Germany
Luís Oliveira,Belgium,8,FW, (1969-03-24),29,,Fiorentina,Italy
Mbo Mpenza,Belgium,9,FW, (1976-12-04),8,,Standard Liège,Belgium
Luc Nilis,Belgium,10,FW, (1967-05-25),51,,PSV Eindhoven,Netherlands
Nico Van Kerckhoven,Belgium,11,MF, (1970-12-14),17,,Lierse,Belgium
Philippe Vande Walle,Belgium,12,GK, (1961-12-22),4,,Eendracht Aalst,Belgium
Dany Verlinden,Belgium,13,GK, (1963-08-15),1,,Club Brugge,Belgium
Enzo Scifo,Belgium,14,MF, (1966-02-19),84,,Anderlecht,Belgium
Philippe Clement,Belgium,15,MF, (1974-03-22),8,,Genk,Belgium
Glen De Boeck,Belgium,16,DF, (1971-08-22),12,,Anderlecht,Belgium
Mike Verstraeten,Belgium,17,DF, (1967-08-12),6,,Germinal Ekeren,Belgium
Gert Verheyen,Belgium,18,FW, (1970-09-20),17,,Club Brugge,Belgium
Eric Van Meir,Belgium,19,DF, (1968-02-28),14,,Lierse,Belgium
Émile Mpenza,Belgium,20,FW, (1978-07-04),13,,Standard Liège,Belgium
Danny Boffin,Belgium,21,MF, (1965-07-10),40,,Metz,France
Éric Deflandre,Belgium,22,DF, (1973-08-02),12,,Club Brugge,Belgium
