Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Antonio Carbajal (captain),Mexico,1,GK, (1929-06-07),18,,Club León,Mexico
Jesús del Muro,Mexico,2,DF, (1937-11-30),0,,CF Atlas,Mexico
Jorge Romo,Mexico,3,MF, (1923-04-20),10,,Club Toluca,Mexico
José Villegas,Mexico,4,DF, (1934-06-20),8,,CD Guadalajara,Mexico
Alfonso Portugal,Mexico,5,DF, (1934-01-21),8,,Necaxa,Mexico
Francisco Flores,Mexico,6,MF, (1926-02-12),0,,CD Guadalajara,Mexico
Alfredo Hernández,Mexico,7,MF, (1935-06-18),4,,Club León,Mexico
Salvador Reyes,Mexico,8,FW, (1936-09-20),8,,CD Guadalajara,Mexico
Carlos Calderón de la Barca,Mexico,9,FW, (1934-10-02),7,,Atlante F.C.,Mexico
Crescencio Gutiérrez,Mexico,10,FW, (1933-10-26),4,,CD Guadalajara[1],Mexico
Enrique Sesma,Mexico,11,FW, (1927-04-22),7,,Club Toluca,Mexico
Manuel Camacho,Mexico,12,GK, (1929-04-29),1,,Club Toluca,Mexico
Jaime Gómez,Mexico,13,GK, (1929-12-29),5,,CD Guadalajara,Mexico
Miguel Gutiérrez,Mexico,14,FW, (1931-05-07),4,,CF Atlas,Mexico
Guillermo Sepúlveda,Mexico,15,MF, (1934-02-28),1,,CD Guadalajara,Mexico
José Antonio Roca,Mexico,16,DF, (1928-05-24),10,,CD Zacatepec,Mexico
Raúl Cárdenas,Mexico,17,DF, (1928-10-30),9,,CD Zacatepec,Mexico
Jaime Salazar,Mexico,18,MF, (1931-02-06),8,,Necaxa,Mexico
Jaime Belmonte,Mexico,19,DF, (1934-10-08),2,,CD Cuautla,Mexico
Carlos Blanco,Mexico,20,FW, (1927-03-05),6,,Club Toluca,Mexico
Ligorio López,Mexico,21,FW, (1933-07-03),7,,Club Irapuato,Mexico
Carlos González,Mexico,22,FW, (1935-04-12),3,,CF Atlas,Mexico
