Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Kalle Svensson,Sweden,1,GK, (1925-11-11),67,,Helsingborg,Sweden
Orvar Bergmark,Sweden,2,DF, (1930-11-16),37,,Örebro,Sweden
Sven Axbom,Sweden,3,DF, (1926-10-15),16,,Norrköping,Sweden
Nils Liedholm (captain),Sweden,4,MF, (1922-10-08),18,,Milan,Italy
Åke Johansson,Sweden,5,DF, (1928-03-19),16,,Norrköping,Sweden
Sigge Parling,Sweden,6,MF, (1930-03-26),20,,Djurgården,Sweden
Kurt Hamrin,Sweden,7,MF, (1934-11-19),20,,Padova,Italy
Gunnar Gren,Sweden,8,FW, (1920-10-31),49,,Örgryte,Sweden
Agne Simonsson,Sweden,9,FW, (1935-10-19),3,,Örgryte,Sweden
Arne Selmosson,Sweden,10,FW, (1931-03-29),3,,Lazio,Italy
Lennart Skoglund,Sweden,11,MF, (1929-12-24),4,,Inter Milan,Italy
Tore Svensson,Sweden,12,GK, (1927-12-06),1,,Malmö,Sweden
Prawitz Öberg,Sweden,13,DF, (1930-11-16),3,,Malmö,Sweden
Bengt Gustavsson,Sweden,14,DF, (1928-01-15),42,,Atalanta,Italy
Reino Börjesson,Sweden,15,MF, (1929-02-04),3,,Norrby,Sweden
Ingemar Haraldsson,Sweden,16,GK, (1928-02-03),0,,Elfsborg,Sweden
Olle Håkansson,Sweden,17,MF, (1927-02-22),7,,Norrköping,Sweden
Gösta Löfgren,Sweden,18,FW, (1923-08-29),38,,Motala,Sweden
Henry Källgren,Sweden,19,FW, (1931-03-13),6,,Norrköping,Sweden
Bror Mellberg,Sweden,20,FW, (1923-12-09),3,,AIK,Sweden
Bengt Berndtsson,Sweden,21,MF, (1933-01-26),4,,Göteborg,Sweden
Owe Ohlsson,Sweden,22,FW, (1938-08-19),1,,Göteborg,Sweden
