Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Andoni Zubizarreta,Spain,1,GK, (1961-10-23),9,,Athletic Bilbao,Spain
Tomás,Spain,2,DF, (1960-08-09),5,,Atlético Madrid,Spain
José Antonio Camacho (Captain),Spain,3,DF, (1955-06-08),64,,Real Madrid,Spain
Antonio Maceda,Spain,4,DF, (1957-05-16),35,,Real Madrid,Spain
Víctor,Spain,5,MF, (1957-03-15),36,,Barcelona,Spain
Rafael Gordillo,Spain,6,DF, (1957-02-24),62,,Real Madrid,Spain
Juan Antonio Señor,Spain,7,MF, (1958-08-26),29,,Real Zaragoza,Spain
Andoni Goikoetxea,Spain,8,DF, (1956-08-23),29,,Athletic Bilbao,Spain
Emilio Butragueño,Spain,9,FW, (1963-07-22),11,,Real Madrid,Spain
Francisco José Carrasco,Spain,10,MF, (1959-03-06),30,,Barcelona,Spain
Julio Alberto,Spain,11,DF, (1958-10-07),22,,Barcelona,Spain
Quique Setién,Spain,12,MF, (1958-09-27),3,,Atlético Madrid,Spain
Urruti,Spain,13,GK, (1952-02-17),5,,Barcelona,Spain
Ricardo Gallego,Spain,14,MF, (1959-02-08),26,,Real Madrid,Spain
Chendo,Spain,15,DF, (1961-10-12),1,,Real Madrid,Spain
Hipólito Rincón,Spain,16,FW, (1957-04-28),20,,Real Betis,Spain
Francisco,Spain,17,MF, (1962-11-01),14,,Sevilla,Spain
Ramón Calderé,Spain,18,MF, (1959-01-16),6,,Barcelona,Spain
Julio Salinas,Spain,19,FW, (1962-09-11),3,,Athletic Bilbao,Spain
Eloy,Spain,20,FW, (1964-07-10),3,,Sporting Gijón,Spain
Míchel,Spain,21,MF, (1963-03-23),5,,Real Madrid,Spain
Juan Carlos Ablanedo,Spain,22,GK, (1963-09-02),0,,Sporting Gijón,Spain
