Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Péter Disztl,Hungary,1,GK, (1960-03-30),13,,Videoton,Hungary
Sándor Sallai,Hungary,2,DF, (1960-03-26),31,,Budapest Honvéd,Hungary
Antal Róth,Hungary,3,DF, (1960-09-14),18,,Pécsi Munkás,Hungary
József Varga,Hungary,4,DF, (1954-10-09),29,,Denizlispor,Turkey
József Kardos,Hungary,5,DF, (1960-03-22),27,,Újpesti Dózsa,Hungary
Imre Garaba,Hungary,6,DF, (1958-07-29),53,,Budapest Honvéd,Hungary
József Kiprich,Hungary,7,FW, (1963-09-06),14,,Tatabányai Bányász,Hungary
Antal Nagy (Captain),Hungary,8,DF, (1956-10-17),25,,Budapest Honvéd,Hungary
László Dajka,Hungary,9,FW, (1959-04-29),19,,Budapest Honvéd,Hungary
Lajos Détári,Hungary,10,MF, (1963-04-24),17,,Budapest Honvéd,Hungary
Márton Esterházy,Hungary,11,FW, (1956-04-09),21,,AEK Athens,Greece
József Csuhay,Hungary,12,DF, (1957-07-12),9,,Videoton,Hungary
László Disztl,Hungary,13,DF, (1962-06-04),5,,Videoton,Hungary
Zoltán Péter,Hungary,14,DF, (1958-03-23),21,,Zalaegerszeg,Hungary
Péter Hannich,Hungary,15,MF, (1957-03-30),23,,Rába ETO Győr,Hungary
József Nagy,Hungary,16,MF, (1960-10-20),1,,Szombathelyi Haladás,Hungary
Győző Burcsa,Hungary,17,MF, (1954-03-13),11,,Auxerre,France
József Szendrei,Hungary,18,GK, (1954-04-25),2,,Újpesti Dózsa,Hungary
György Bognár,Hungary,19,MF, (1961-11-05),7,,MTK Hungária,Hungary
Kálmán Kovács,Hungary,20,FW, (1965-09-11),8,,Budapest Honvéd,Hungary
Gyula Hajszán,Hungary,21,MF, (1961-10-09),22,,Rába ETO Győr,Hungary
József Andrusch,Hungary,22,GK, (1956-03-31),5,,Budapest Honvéd,Hungary
