Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Roberto Fernández,Paraguay,1,GK, (1954-07-09),43,,Deportivo Cali,Colombia
Juan Torales,Paraguay,2,DF, (1956-05-09),58,,Libertad,Paraguay
César Zabala,Paraguay,3,DF, (1961-06-03),2,,Cerro Porteño,Paraguay
Vladimiro Schettina,Paraguay,4,DF, (1955-10-08),4,,Guaraní,Paraguay
Rogelio Delgado (Captain),Paraguay,5,DF, (1959-10-12),4,,Olimpia,Paraguay
Jorge Amado Nunes,Paraguay,6,MF, (1961-10-18),2,,Deportivo Cali,Colombia
Buenaventura Ferreira,Paraguay,7,MF, (1960-07-04),2,,Deportivo Cali,Colombia
Julio César Romero,Paraguay,8,MF, (1960-08-28),11,,Fluminense,Brazil
Roberto Cabañas,Paraguay,9,FW, (1961-04-11),2,,América de Cali,Colombia
Adolfino Cañete,Paraguay,10,MF, (1956-09-13),4,,Cruz Azul,Mexico
Alfredo Mendoza,Paraguay,11,FW, (1963-12-31),4,,Independiente Medellín,Colombia
Jorge Battaglia,Paraguay,12,GK, (1960-05-12),0,,Sol de America,Paraguay
Virginio Cáceres,Paraguay,13,DF, (1962-05-21),2,,Guaraní,Paraguay
Luis Caballero,Paraguay,14,DF, (1962-09-17),0,,Guaraní,Paraguay
Eufemio Cabral,Paraguay,15,FW, (1955-03-21),?,,Guaraní,Paraguay
Jorge Guasch,Paraguay,16,MF, (1961-01-17),0,,Olimpia,Paraguay
Francisco Alcaraz,Paraguay,17,FW, (1960-10-04),?,,Nacional,Paraguay
Evaristo Isasi,Paraguay,18,FW, (1955-10-26),6,,Olimpia,Paraguay
Rolando Chilavert,Paraguay,19,MF, (1961-05-22),?,,Guaraní,Paraguay
Ramón Hicks,Paraguay,20,FW, (1959-05-30),1,,Libertad,Paraguay
Faustino Alonso,Paraguay,21,FW, (1961-02-15),?,,Sol de America,Paraguay
Julián Coronel,Paraguay,22,GK, (1958-10-23),0,,Guaraní,Paraguay
