Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Peter Shilton,England,1,GK, (1949-09-18),81,,Southampton,England
Gary M. Stevens,England,2,DF, (1963-03-27),9,,Everton,England
Kenny Sansom,England,3,DF, (1958-09-26),65,,Arsenal,England
Glenn Hoddle,England,4,MF, (1957-10-27),33,,Tottenham Hotspur,England
Alvin Martin,England,5,DF, (1958-07-29),15,,West Ham United,England
Terry Butcher,England,6,DF, (1958-12-28),40,,Ipswich Town,England
Bryan Robson (Captain),England,7,MF, (1957-01-11),51,,Manchester United,England
Ray Wilkins,England,8,MF, (1956-09-14),80,,Milan,Italy
Mark Hateley,England,9,FW, (1961-11-07),18,,Milan,Italy
Gary Lineker,England,10,FW, (1960-11-30),13,,Everton,England
Chris Waddle,England,11,MF, (1960-12-14),16,,Tottenham Hotspur,England
Viv Anderson,England,12,DF, (1956-07-29),21,,Arsenal,England
Chris Woods,England,13,GK, (1959-11-14),4,,Norwich City,England
Terry Fenwick,England,14,DF, (1959-11-17),15,,Queens Park Rangers,England
Gary A. Stevens,England,15,DF, (1962-03-30),5,,Tottenham Hotspur,England
Peter Reid,England,16,MF, (1956-06-20),6,,Everton,England
Trevor Steven,England,17,MF, (1963-09-21),10,,Everton,England
Steve Hodge,England,18,MF, (1962-10-25),3,,Aston Villa,England
John Barnes,England,19,FW, (1963-11-07),27,,Watford,England
Peter Beardsley,England,20,FW, (1961-01-18),5,,Newcastle United,England
Kerry Dixon,England,21,FW, (1961-07-24),6,,Chelsea,England
Gary Bailey,England,22,GK, (1958-08-09),2,,Manchester United,England
