Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Borislav Mihaylov,Bulgaria,1,GK, (1963-02-12),26,,Vitosha Sofia,Bulgaria
Nasko Sirakov,Bulgaria,2,FW, (1962-04-26),18,,Vitosha Sofia,Bulgaria
Nikolay Arabov,Bulgaria,3,DF, (1953-02-21),39,,Sliven,Bulgaria
Petar Petrov,Bulgaria,4,DF, (1961-02-20),37,,Vitosha Sofia,Bulgaria
Georgi Dimitrov (Captain),Bulgaria,5,DF, (1959-01-14),65,,Sredec Sofia,Bulgaria
Andrey Zhelyazkov,Bulgaria,6,FW, (1952-07-09),51,,Strasbourg,France
Bozhidar Iskrenov,Bulgaria,7,MF, (1962-08-01),33,,Vitosha Sofia,Bulgaria
Ayan Sadakov,Bulgaria,8,MF, (1961-09-28),47,,Lokomotiv Plovdiv,Bulgaria
Stoycho Mladenov,Bulgaria,9,FW, (1957-04-24),55,,Sredec Sofia,Bulgaria
Zhivko Gospodinov,Bulgaria,10,MF, (1957-09-06),36,,Spartak Varna,Bulgaria
Plamen Getov,Bulgaria,11,MF, (1959-03-04),18,,Spartak Pleven,Bulgaria
Radoslav Zdravkov,Bulgaria,12,MF, (1956-07-30),65,,Sredec Sofia,Bulgaria
Aleksandar Markov,Bulgaria,13,DF, (1961-08-17),18,,Spartak Pleven,Bulgaria
Plamen Markov,Bulgaria,14,MF, (1957-09-11),37,,Metz,France
Georgi Yordanov,Bulgaria,15,MF, (1963-07-21),10,,Vitosha Sofia,Bulgaria
Vasil Dragolov,Bulgaria,16,FW, (1962-08-17),2,,Beroe Stara Zagora,Bulgaria
Hristo Kolev,Bulgaria,17,MF, (1964-09-21),7,,Lokomotiv Plovdiv,Bulgaria
Boycho Velichkov,Bulgaria,18,FW, (1958-08-13),26,,Lokomotiv Sofia,Bulgaria
Atanas Pashev,Bulgaria,19,FW, (1963-11-21),14,,Trakia Plovdiv,Bulgaria
Kostadin Kostadinov,Bulgaria,20,FW, (1959-06-25),41,,Trakia Plovdiv,Bulgaria
Iliya Dyakov,Bulgaria,21,DF, (1963-09-28),5,,Dobrudzha Tolbuchin,Bulgaria
Iliya Valov,Bulgaria,22,GK, (1961-12-29),13,,Botev Vratsa,Bulgaria
