Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Gordon Banks,England,1,GK, (1937-12-30),59,,Stoke City,England
Keith Newton,England,2,DF, (1941-06-23),24,,Everton,England
Terry Cooper,England,3,DF, (1944-07-12),8,,Leeds United,England
Alan Mullery,England,4,MF, (1941-11-23),27,,Tottenham Hotspur,England
Brian Labone,England,5,DF, (1940-01-23),23,,Everton,England
Bobby Moore (c),England,6,DF, (1941-04-12),80,,West Ham United,England
Francis Lee,England,7,FW, (1944-04-29),14,,Manchester City,England
Alan Ball,England,8,MF, (1945-05-12),41,,Everton,England
Bobby Charlton,England,9,MF, (1937-10-11),102,,Manchester United,England
Geoff Hurst,England,10,FW, (1941-12-08),38,,West Ham United,England
Martin Peters,England,11,MF, (1943-11-08),38,,Tottenham Hotspur,England
Peter Bonetti,England,12,GK, (1941-09-27),6,,Chelsea,England
Alex Stepney,England,13,GK, (1942-09-18),1,,Manchester United,England
Tommy Wright,England,14,DF, (1944-10-21),9,,Everton,England
Nobby Stiles,England,15,DF, (1942-05-18),28,,Manchester United,England
Emlyn Hughes,England,16,MF, (1947-08-28),6,,Liverpool,England
Jack Charlton,England,17,DF, (1935-05-08),34,,Leeds United,England
Norman Hunter,England,18,DF, (1943-10-29),13,,Leeds United,England
Colin Bell,England,19,MF, (1946-02-26),11,,Manchester City,England
Peter Osgood,England,20,FW, (1947-02-20),1,,Chelsea,England
Allan Clarke,England,21,FW, (1946-07-31),0,,Leeds United,England
Jeff Astle,England,22,FW, (1942-05-13),3,,West Bromwich Albion,England
