Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Necula Răducanu,Romania,1,GK, (1946-05-10),9,,Rapid București,Romania
Lajos Sătmăreanu,Romania,2,DF, (1944-02-21),20,,Steaua București,Romania
Nicolae Lupescu,Romania,3,DF, (1940-12-17),7,,Rapid București,Romania
Mihai Mocanu,Romania,4,DF, (1942-02-24),25,,Petrolul Ploiești,Romania
Cornel Dinu,Romania,5,MF, (1948-08-02),16,,Dinamo București,Romania
Dan Coe,Romania,6,MF, (1941-09-08),39,,Rapid București,Romania
Emerich Dembrovschi,Romania,7,MF, (1945-10-06),11,,Dinamo Bacău,Romania
Nicolae Dobrin,Romania,8,FW, (1947-08-26),24,,Argeș Pitești,Romania
Florea Dumitrache,Romania,9,FW, (1948-05-22),13,,Dinamo București,Romania
Radu Nunweiller,Romania,10,MF, (1944-11-16),14,,Dinamo București,Romania
Mircea Lucescu (c),Romania,11,FW, (1945-07-29),25,,Dinamo București,Romania
Mihai Ivăncescu,Romania,12,DF, (1942-03-22),0,,Steagul Roșu Brașov,Romania
Augustin Deleanu,Romania,13,DF, (1944-08-23),11,,Dinamo București,Romania
Vasile Gergely,Romania,14,DF, (1941-10-28),35,,Dinamo București,Romania
Ion Dumitru,Romania,15,DF, (1950-01-02),3,,Rapid București,Romania
Alexandru Neagu,Romania,16,MF, (1948-07-19),4,,Rapid București,Romania
Gheorghe Tătaru,Romania,17,MF, (1948-05-05),0,,Steaua București,Romania
Marin Tufan,Romania,18,FW, (1942-10-14),2,,Farul Constanța,Romania
Flavius Domide,Romania,19,FW, (1946-05-11),6,,UTA Arad,Romania
Nicolae Pescaru,Romania,20,DF, (1943-03-27),1,,Steagul Roșu Brașov,Romania
Stere Adamache,Romania,21,GK, (1941-08-17),2,,Steagul Roșu Brașov,Romania
Gheorghe Gornea,Romania,22,GK, (1944-08-02),4,,UTA Arad,Romania
