Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
René Higuita,Colombia,1,GK, (1966-08-27),33,,Atlético Nacional,Colombia
Andrés Escobar,Colombia,2,DF, (1967-03-13),4,,Young Boys,Switzerland
Gildardo Gómez,Colombia,3,DF, (1963-10-13),0,,Atlético Nacional,Colombia
Luis Fernando Herrera,Colombia,4,DF, (1962-06-12),4,,Atlético Nacional,Colombia
León Villa,Colombia,5,MF, (1960-01-12),1,,Atlético Nacional,Colombia
José Ricardo Pérez,Colombia,6,DF, (1963-10-24),2,,Atlético Nacional,Colombia
Carlos Estrada,Colombia,7,FW, (1961-11-01),0,,Millonarios,Colombia
Gabriel Gómez,Colombia,8,MF, (1959-12-08),5,,Independiente Medellín,Colombia
Miguel Guerrero,Colombia,9,FW, (1967-09-07),0,,América de Cali,Colombia
Carlos Valderrama (c),Colombia,10,MF, (1961-09-02),26,,Montpellier,France
Bernardo Redín,Colombia,11,MF, (1963-02-26),8,,Deportivo Cali,Colombia
Eduardo Niño,Colombia,12,GK, (1967-08-08),0,,Independiente Santa Fe,Colombia
Carlos Hoyos,Colombia,13,DF, (1962-02-28),24,,Atlético Junior,Colombia
Leonel Álvarez,Colombia,14,MF, (1965-07-29),35,,Atlético Nacional,Colombia
Luis Carlos Perea,Colombia,15,DF, (1963-12-29),33,,Atlético Nacional,Colombia
Arnoldo Iguarán,Colombia,16,FW, (1957-01-18),58,,Millonarios,Colombia
Geovanis Cassiani,Colombia,17,DF, (1970-01-10),0,,Atlético Nacional,Colombia
Wílmer Cabrera,Colombia,18,DF, (1967-09-15),4,,América de Cali,Colombia
Freddy Rincón,Colombia,19,MF, (1966-08-14),9,,América de Cali,Colombia
Luis Fajardo,Colombia,20,MF, (1963-08-18),0,,Atlético Nacional,Colombia
Alexis Mendoza,Colombia,21,DF, (1961-11-08),1,,Atlético Junior,Colombia
Rubén Darío Hernández,Colombia,22,FW, (1965-02-19),1,,Millonarios,Colombia
