Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Sven Andersson,Sweden,1,GK, (1963-10-06),1,,Örgryte,Sweden
Jan Eriksson,Sweden,2,DF, (1967-08-24),1,,AIK,Sweden
Glenn Hysén (c),Sweden,3,DF, (1959-10-30),64,,Liverpool,England
Peter Larsson,Sweden,4,DF, (1961-03-08),36,,Ajax,Netherlands
Roger Ljung,Sweden,5,DF, (1966-01-08),19,,Young Boys,Switzerland
Roland Nilsson,Sweden,6,DF, (1963-11-27),32,,Sheffield Wednesday,England
Niklas Nyhlén,Sweden,7,MF, (1966-03-21),8,,Malmö FF,Sweden
Stefan Schwarz,Sweden,8,MF, (1969-04-18),6,,Malmö FF,Sweden
Leif Engqvist,Sweden,9,MF, (1962-07-30),15,,Malmö FF,Sweden
Klas Ingesson,Sweden,10,MF, (1968-08-20),11,,IFK Göteborg,Sweden
Ulrik Jansson,Sweden,11,MF, (1968-02-02),0,,Östers IF,Sweden
Lars Eriksson,Sweden,12,GK, (1965-09-21),3,,IFK Norrköping,Sweden
Anders Limpar,Sweden,13,MF, (1965-09-24),21,,Cremonese,Italy
Joakim Nilsson,Sweden,14,MF, (1966-03-31),19,,Malmö FF,Sweden
Glenn Strömberg,Sweden,15,MF, (1960-01-05),49,,Atalanta,Italy
Jonas Thern,Sweden,16,MF, (1967-03-20),21,,Benfica,Portugal
Tomas Brolin,Sweden,17,FW, (1969-11-29),2,,IFK Norrköping,Sweden
Johnny Ekström,Sweden,18,FW, (1965-03-05),32,,Cannes,France
Mats Gren,Sweden,19,DF, (1963-12-20),10,,Grasshopper,Switzerland
Mats Magnusson,Sweden,20,FW, (1963-07-10),29,,Benfica,Portugal
Stefan Pettersson,Sweden,21,FW, (1963-03-22),19,,Ajax,Netherlands
Thomas Ravelli,Sweden,22,GK, (1959-08-13),72,,IFK Göteborg,Sweden
