Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Nery Pumpido*,Argentina,1,GK, (1957-07-30),34,,Real Betis,Spain
Sergio Batista,Argentina,2,MF, (1962-11-09),30,,River Plate,Argentina
Abel Balbo,Argentina,3,FW, (1966-06-01),6,,Udinese,Italy
José Basualdo,Argentina,4,MF, (1963-06-20),10,,VfB Stuttgart,West Germany
Edgardo Bauza,Argentina,5,DF, (1958-01-26),1,,Veracruz,Mexico
Gabriel Calderón,Argentina,6,FW, (1960-02-07),16,,Paris Saint-Germain,France
Jorge Burruchaga,Argentina,7,MF, (1962-10-09),52,,Nantes,France
Claudio Caniggia,Argentina,8,FW, (1967-01-09),16,,Atalanta,Italy
Gustavo Dezotti,Argentina,9,FW, (1964-02-14),1,,Cremonese,Italy
Diego Maradona (c),Argentina,10,MF, (1960-10-30),73,,Napoli,Italy
Néstor Fabbri,Argentina,11,DF, (1968-04-29),7,,Racing Club,Argentina
Sergio Goycochea,Argentina,12,GK, (1963-10-17),1,,Millonarios,Colombia
Néstor Lorenzo,Argentina,13,DF, (1966-02-28),12,,Bari,Italy
Ricardo Giusti,Argentina,14,MF, (1956-12-11),47,,Independiente,Argentina
Pedro Monzón,Argentina,15,DF, (1962-02-23),10,,Independiente,Argentina
Julio Olarticoechea,Argentina,16,DF, (1958-10-18),19,,Racing Club,Argentina
Roberto Sensini,Argentina,17,DF, (1966-10-12),16,,Udinese,Italy
José Serrizuela,Argentina,18,DF, (1962-06-16),1,,River Plate,Argentina
Oscar Ruggeri,Argentina,19,DF, (1962-01-26),50,,Real Madrid,Spain
Juan Simón,Argentina,20,DF, (1960-03-02),3,,Boca Juniors,Argentina
Pedro Troglio,Argentina,21,MF, (1965-07-28),12,,Lazio,Italy
Fabián Cancelarich,Argentina,22,GK, (1965-12-20),0,,Ferro Carril Oeste,Argentina
