Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Cláudio Taffarel,Brazil,1,GK, (1966-05-08),26,,Internacional,Brazil
Jorginho,Brazil,2,DF, (1964-08-17),22,,Bayer Leverkusen,West Germany
Ricardo Gomes (c),Brazil,3,DF, (1964-12-13),30,,Benfica,Portugal
Dunga,Brazil,4,MF, (1963-10-31),21,,Fiorentina,Italy
Alemão,Brazil,5,MF, (1961-11-22),32,,Napoli,Italy
Branco,Brazil,6,DF, (1964-04-04),34,,Porto,Portugal
Bismarck,Brazil,7,MF, (1969-09-11),10,,Vasco da Gama,Brazil
Valdo,Brazil,8,MF, (1964-01-12),38,,Benfica,Portugal
Careca,Brazil,9,FW, (1960-10-05),46,,Napoli,Italy
Paulo Silas,Brazil,10,MF, (1965-08-27),29,,Sporting CP,Portugal
Romário,Brazil,11,FW, (1966-01-29),24,,PSV,Netherlands
Acácio,Brazil,12,GK, (1959-01-20),6,,Vasco da Gama,Brazil
Carlos Mozer,Brazil,13,DF, (1960-09-19),27,,Marseille,France
Aldair,Brazil,14,DF, (1965-11-30),18,,Benfica,Portugal
Müller,Brazil,15,FW, (1966-01-31),31,,Torino,Italy
Bebeto,Brazil,16,FW, (1964-02-16),26,,Vasco da Gama,Brazil
Renato Gaúcho,Brazil,17,FW, (1962-09-09),23,,Flamengo,Brazil
Mazinho,Brazil,18,DF, (1966-04-08),17,,Vasco da Gama,Brazil
Ricardo Rocha,Brazil,19,DF, (1962-09-11),14,,São Paulo,Brazil
Tita,Brazil,20,MF, (1958-04-01),31,,Vasco da Gama,Brazil
Mauro Galvão,Brazil,21,DF, (1961-12-19),20,,Botafogo,Brazil
Zé Carlos,Brazil,22,GK, (1962-02-07),3,,Flamengo,Brazil
