Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Hugo Lloris,France,1,GK, (1986-12-26),11,,Lyon,France
Bacary Sagna,France,2,DF, (1983-02-14),20,,Arsenal,England
Eric Abidal,France,3,DF, (1979-09-11),48,,Barcelona,Spain
Anthony Réveillère,France,4,DF, (1979-11-10),6,,Lyon,France
William Gallas,France,5,DF, (1977-08-17),81,,Arsenal,England
Marc Planus,France,6,DF, (1982-03-07),1,,Bordeaux,France
Franck Ribéry,France,7,MF, (1983-04-07),45,,Bayern Munich,Germany
Yoann Gourcuff,France,8,MF, (1986-07-11),20,,Bordeaux,France
Djibril Cissé,France,9,FW, (1981-08-12),39,,Panathinaikos,Greece
Sidney Govou,France,10,FW, (1979-07-27),46,,Lyon,France
André-Pierre Gignac,France,11,FW, (1985-12-05),13,,Toulouse,France
Thierry Henry (c),France,12,FW, (1977-08-17),121,,Barcelona,Spain
Patrice Evra,France,13,DF, (1981-05-15),30,,Manchester United,England
Jérémy Toulalan,France,14,MF, (1983-09-10),34,,Lyon,France
Florent Malouda,France,15,MF, (1980-06-13),54,,Chelsea,England
Steve Mandanda,France,16,GK, (1985-03-28),13,,Marseille,France
Sébastien Squillaci,France,17,DF, (1980-08-11),20,,Sevilla,Spain
Alou Diarra,France,18,MF, (1981-07-15),25,,Bordeaux,France
Abou Diaby,France,19,MF, (1986-05-11),5,,Arsenal,England
Mathieu Valbuena,France,20,MF, (1984-09-28),2,,Marseille,France
Nicolas Anelka,France,21,FW, (1979-03-14),67,,Chelsea,England
Gaël Clichy,France,22,DF, (1985-07-26),4,,Arsenal,England
Cédric Carrasso,France,23,GK, (1981-12-30),0,,Bordeaux,France
