Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Norberto Alonso,Argentina,1,MF, (1953-01-04),6,,River Plate,Argentina
Osvaldo Ardiles,Argentina,2,MF, (1952-08-03),33,,Huracán,Argentina
Héctor Baley,Argentina,3,GK, (1950-11-16),10,,Huracán,Argentina
Daniel Bertoni,Argentina,4,FW, (1955-03-14),16,,Independiente,Argentina
Ubaldo Fillol,Argentina,5,GK, (1950-07-21),7,,River Plate,Argentina
Américo Gallego,Argentina,6,MF, (1955-04-25),34,,Newell's Old Boys,Argentina
Luis Galván,Argentina,7,DF, (1948-02-24),7,,Talleres de Córdoba,Argentina
Rubén Galván,Argentina,8,MF, (1952-04-07),6,,Independiente,Argentina
René Houseman,Argentina,9,FW, (1953-07-19),41,,Huracán,Argentina
Mario Kempes,Argentina,10,FW, (1954-07-15),24,,Valencia,Spain
Daniel Killer,Argentina,11,DF, (1949-12-21),21,,Racing Club,Argentina
Omar Larrosa,Argentina,12,MF, (1947-11-18),9,,Independiente,Argentina
Ricardo La Volpe,Argentina,13,GK, (1952-02-06),8,,San Lorenzo,Argentina
Leopoldo Luque,Argentina,14,FW, (1949-05-03),27,,River Plate,Argentina
Jorge Olguin,Argentina,15,DF, (1952-05-17),22,,San Lorenzo,Argentina
Oscar Ortiz,Argentina,16,FW, (1953-04-08),15,,River Plate,Argentina
Miguel Oviedo,Argentina,17,MF, (1950-10-12),6,,Talleres de Córdoba,Argentina
Rubén Pagnanini,Argentina,18,DF, (1949-01-31),4,,Independiente,Argentina
Daniel Passarella (c),Argentina,19,DF, (1953-05-25),18,,River Plate,Argentina
Alberto Tarantini,Argentina,20,DF, (1955-12-03),26,,Free agent[1],
José Daniel Valencia,Argentina,21,MF, (1955-10-03),16,,Talleres de Córdoba,Argentina
Ricardo Villa,Argentina,22,MF, (1952-08-18),13,,Racing Club,Argentina
