Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Antonio Carbajal,Mexico,1,GK, (1929-06-07),46,,León,Mexico
Arturo Chaires,Mexico,2,DF, (1937-03-14),19,,Guadalajara,Mexico
Gustavo Peña (captain),Mexico,3,DF, (1941-11-22),24,,Oro,Mexico
Jesús del Muro,Mexico,4,DF, (1937-11-30),29,,Veracruz,Mexico
Ignacio Jáuregui,Mexico,5,DF, (1938-07-31),28,,Monterrey,Mexico
Isidoro Díaz,Mexico,6,MF, (1940-03-14),34,,Guadalajara,Mexico
Felipe Ruvalcaba,Mexico,7,MF, (1941-02-16),21,,Oro,Mexico
Aarón Padilla,Mexico,8,FW, (1942-07-10),16,,UNAM,Mexico
Ernesto Cisneros,Mexico,9,FW, (1940-10-26),14,,Atlas,Mexico
Javier Fragoso,Mexico,10,FW, (1942-04-19),13,,América,Mexico
Francisco Jara,Mexico,11,FW, (1941-02-03),6,,Guadalajara,Mexico
Ignacio Calderón,Mexico,12,GK, (1943-12-13),14,,Guadalajara,Mexico
José Luis González,Mexico,13,MF, (1942-09-14),7,,Necaxa,Mexico
Gabriel Núñez,Mexico,14,DF, (1942-02-06),6,,Zacatepec,Mexico
Guillermo Hernández,Mexico,15,DF, (1942-06-25),5,,Atlas,Mexico
Luis Regueiro,Mexico,16,MF, (1943-12-22),1,,UNAM,Mexico
Magdaleno Mercado,Mexico,17,MF, (1944-04-04),4,,Atlas,Mexico
Elías Muñoz,Mexico,18,MF, (1941-11-03),3,,UNAM,Mexico
Salvador Reyes,Mexico,19,FW, (1936-09-20),46,,Guadalajara,Mexico
Enrique Borja,Mexico,20,FW, (1945-12-20),1,,UNAM,Mexico
Ramiro Navarro,Mexico,21,FW, (1943-05-25),4,,Oro,Mexico
Javier Vargas,Mexico,22,GK, (1941-11-22),2,,Atlas,Mexico
