Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Antonio Roma,Argentina,1,GK, (1932-07-13),33,,Boca Juniors,Argentina
Rolando Irusta,Argentina,2,GK, (1938-03-27),0,,Lanús,Argentina
Hugo Gatti,Argentina,3,GK, (1944-08-19),0,,River Plate,Argentina
Roberto Perfumo,Argentina,4,DF, (1942-10-03),4,,Racing Club,Argentina
José Varacka,Argentina,5,MF, (1932-05-27),26,,San Lorenzo,Argentina
Oscar Calics,Argentina,6,MF, (1939-11-18),0,,San Lorenzo,Argentina
Silvio Marzolini,Argentina,7,DF, (1940-10-04),13,,Boca Juniors,Argentina
Roberto Ferreiro,Argentina,8,DF, (1935-04-25),15,,Independiente,Argentina
Carmelo Simeone,Argentina,9,MF, (1934-09-22),21,,Boca Juniors,Argentina
Antonio Rattín (captain),Argentina,10,MF, (1937-05-16),26,,Boca Juniors,Argentina
José Omar Pastoriza,Argentina,11,MF, (1942-05-23),0,,Independiente,Argentina
Rafael Albrecht,Argentina,12,MF, (1941-08-23),20,,San Lorenzo,Argentina
Nelson López,Argentina,13,DF, (1941-06-24),0,,Banfield,Argentina
Mario Chaldú,Argentina,14,FW, (1942-06-06),5,,San Lorenzo,Argentina
Jorge Solari,Argentina,15,MF, (1941-11-11),1,,River Plate,Argentina
Alberto González,Argentina,16,FW, (1941-08-21),10,,Boca Juniors,Argentina
Juan Carlos Sarnari,Argentina,17,MF, (1942-01-22),0,,River Plate,Argentina
Alfredo Rojas,Argentina,18,FW, (1937-02-20),11,,Boca Juniors,Argentina
Luis Artime,Argentina,19,FW, (1938-12-02),16,,Independiente,Argentina
Ermindo Onega,Argentina,20,FW, (1940-04-30),24,,River Plate,Argentina
Oscar Más,Argentina,21,FW, (1946-10-29),9,,River Plate,Argentina
Aníbal Tarabini,Argentina,22,FW, (1941-08-04),1,,Independiente,Argentina
