Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
José Ángel Iribar,Spain,1,GK, (1943-03-01),9,,Athletic Bilbao,Spain
Manuel Sanchís,Spain,2,DF, (1938-03-26),2,,Real Madrid,Spain
Eladio,Spain,3,DF, (1940-11-18),1,,Barcelona,Spain
Luis del Sol,Spain,4,MF, (1935-04-06),14,,Juventus,Italy
Ignacio Zoco,Spain,5,MF, (1939-07-31),19,,Real Madrid,Spain
Jesús Glaría,Spain,6,MF, (1942-01-02),7,,Atlético Madrid,Spain
José Ufarte,Spain,7,MF, (1941-05-17),6,,Atlético Madrid,Spain
Amancio,Spain,8,FW, (1939-10-16),9,,Real Madrid,Spain
Marcelino,Spain,9,FW, (1940-04-29),12,,Zaragoza,Spain
Luis Suárez,Spain,10,FW, (1935-05-02),29,,Internazionale,Italy
Francisco Gento (captain),Spain,11,FW, (1933-10-21),36,,Real Madrid,Spain
Antonio Betancort,Spain,12,GK, (1938-03-13),2,,Real Madrid,Spain
Miguel Reina,Spain,13,GK, (1946-01-24),0,,Córdoba,Spain
Feliciano Rivilla,Spain,14,DF, (1936-08-21),26,,Atlético Madrid,Spain
Severino Reija,Spain,15,DF, (1938-11-25),11,,Zaragoza,Spain
Ferran Olivella,Spain,16,DF, (1936-06-22),18,,Barcelona,Spain
Gallego,Spain,17,DF, (1944-03-04),0,,Barcelona,Spain
Pirri,Spain,18,MF, (1945-03-11),0,,Real Madrid,Spain
Josep Maria Fusté,Spain,19,MF, (1941-04-15),5,,Barcelona,Spain
Joaquín Peiró,Spain,20,MF, (1936-01-29),10,,Internazionale,Italy
Adelardo,Spain,21,MF, (1939-09-26),10,,Atlético Madrid,Spain
Carlos Lapetra,Spain,22,FW, (1938-11-29),12,,Zaragoza,Spain
