Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin
Georgi Naydenov,Bulgaria,1,GK, (1931-12-21),49,,CSKA Sofia,Bulgaria
Aleksandar Shalamanov,Bulgaria,2,DF, (1941-09-04),13,,Slavia Sofia,Bulgaria
Ivan Vutsov,Bulgaria,3,DF, (1939-12-14),21,,Levski Sofia,Bulgaria
Boris Gaganelov (captain),Bulgaria,4,DF, (1941-10-07),23,,CSKA Sofia,Bulgaria
Dimitar Penev,Bulgaria,5,DF, (1945-07-12),17,,CSKA Sofia,Bulgaria
Dobromir Zhechev,Bulgaria,6,DF, (1942-11-12),13,,Spartak Sofia,Bulgaria
Dinko Dermendzhiev,Bulgaria,7,MF, (1941-06-02),6,,Botev Plovdiv,Bulgaria
Stoyan Kitov,Bulgaria,8,MF, (1938-08-27),20,,Spartak Sofia,Bulgaria
Georgi Asparuhov,Bulgaria,9,FW, (1943-05-04),25,,Levski Sofia,Bulgaria
Petar Zhekov,Bulgaria,10,FW, (1944-10-10),5,,Beroe Stara Zagora,Bulgaria
Ivan Kolev,Bulgaria,11,FW, (1930-11-01),73,,CSKA Sofia,Bulgaria
Vasil Metodiev,Bulgaria,12,MF, (1935-01-06),17,,Lokomotiv Sofia,Bulgaria
Dimitar Yakimov,Bulgaria,13,FW, (1941-08-12),35,,CSKA Sofia,Bulgaria
Nikola Kotkov,Bulgaria,14,FW, (1938-12-09),20,,Lokomotiv Sofia,Bulgaria
Dimitar Largov,Bulgaria,15,DF, (1936-09-10),19,,Slavia Sofia,Bulgaria
Aleksandar Kostov,Bulgaria,16,FW, (1938-03-05),7,,Levski Sofia,Bulgaria
Stefan Abadzhiev,Bulgaria,17,FW, (1934-07-03),27,,Levski Sofia,Bulgaria
Evgeni Yanchovski,Bulgaria,18,MF, (1939-09-05),9,,Beroe Stara Zagora,Bulgaria
Vidin Apostolov,Bulgaria,19,DF, (1941-10-17),14,,Botev Plovdiv,Bulgaria
Ivan Davidov,Bulgaria,20,MF, (1943-10-05),1,,Slavia Sofia,Bulgaria
Simeon Simeonov,Bulgaria,21,GK, (1946-04-26),4,,Slavia Sofia,Bulgaria
Ivan Deyanov,Bulgaria,22,GK, (1937-12-16),9,,Lokomotiv Sofia,Bulgaria
